"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"5264","1",10,"1","0","0","African_American","Male"
"5265","0",2,"0","1","0","African_American","Male"
"5266","1",5,"0","0","0","African_American","Female"
"5267","0",0,"0","0","0","Other","Male"
"5268","0",0,"1","0","0","Hispanic","Male"
"5269","1",2,"0","0","0","Caucasian","Female"
"5270","0",5,"0","0","0","Caucasian","Male"
"5271","0",2,"0","0","1","Caucasian","Male"
"5272","1",8,"1","0","0","Other","Male"
"5273","1",4,"0","0","0","African_American","Male"
"5274","0",1,"0","0","0","Caucasian","Male"
"5275","0",0,"1","0","0","Caucasian","Male"
"5276","0",1,"1","0","1","Caucasian","Male"
"5277","1",1,"0","0","0","Caucasian","Female"
"5278","0",4,"0","0","0","Caucasian","Male"
"5279","1",0,"0","0","0","Other","Male"
"5280","1",3,"0","1","1","African_American","Male"
"5281","1",3,"0","0","1","Hispanic","Male"
"5282","0",1,"0","1","1","Caucasian","Male"
"5283","1",18,"0","0","0","African_American","Male"
"5284","1",1,"0","0","1","African_American","Male"
"5285","1",7,"0","0","0","African_American","Female"
"5286","0",20,"0","0","0","African_American","Male"
"5287","0",1,"0","0","1","African_American","Female"
"5288","1",16,"0","0","0","African_American","Male"
"5289","1",1,"0","0","1","Caucasian","Male"
"5290","0",7,"1","0","0","Caucasian","Male"
"5291","0",1,"0","0","0","African_American","Male"
"5292","1",0,"1","0","0","African_American","Male"
"5293","0",2,"0","0","0","African_American","Male"
"5294","0",0,"1","0","0","Caucasian","Female"
"5295","0",7,"1","0","1","Caucasian","Male"
"5296","1",2,"0","1","0","Hispanic","Male"
"5297","0",0,"0","0","1","African_American","Female"
"5298","0",3,"0","1","0","Caucasian","Male"
"5299","1",11,"0","0","0","African_American","Male"
"5300","0",2,"0","1","0","Hispanic","Male"
"5301","1",2,"0","0","0","African_American","Male"
"5302","0",0,"0","1","0","African_American","Male"
"5303","1",5,"0","0","1","African_American","Male"
"5304","1",1,"0","0","0","African_American","Male"
"5305","1",17,"0","0","0","African_American","Male"
"5306","0",0,"0","0","0","Caucasian","Female"
"5307","0",0,"1","0","1","Caucasian","Male"
"5308","0",0,"0","1","0","African_American","Female"
"5309","1",4,"0","0","0","African_American","Male"
"5310","1",12,"0","0","1","African_American","Male"
"5311","1",0,"0","1","1","African_American","Male"
"5312","0",0,"0","1","1","Other","Male"
"5313","0",0,"0","0","1","Hispanic","Male"
"5314","0",1,"0","0","1","Hispanic","Male"
"5315","1",1,"1","0","1","Caucasian","Male"
"5316","0",0,"0","1","1","Caucasian","Male"
"5317","0",2,"1","0","0","African_American","Female"
"5318","1",0,"0","1","0","African_American","Male"
"5319","0",14,"0","0","0","African_American","Male"
"5320","0",1,"0","0","0","African_American","Male"
"5321","0",3,"0","0","0","African_American","Female"
"5322","1",16,"0","0","0","African_American","Male"
"5323","0",1,"0","0","1","Caucasian","Female"
"5324","1",0,"0","1","0","African_American","Male"
"5325","1",0,"0","1","1","Caucasian","Male"
"5326","0",1,"0","1","1","Caucasian","Male"
"5327","0",7,"0","0","1","African_American","Male"
"5328","0",0,"0","0","0","African_American","Male"
"5329","0",0,"0","0","0","Caucasian","Male"
"5330","1",2,"0","1","0","Hispanic","Male"
"5331","0",1,"0","0","0","African_American","Male"
"5332","1",22,"0","0","0","African_American","Male"
"5333","0",0,"1","0","1","Hispanic","Male"
"5334","1",0,"0","1","1","African_American","Male"
"5335","1",9,"0","0","0","African_American","Male"
"5336","0",0,"0","0","0","Hispanic","Male"
"5337","0",2,"0","0","0","African_American","Male"
"5338","0",1,"0","0","0","African_American","Male"
"5339","0",7,"0","0","0","African_American","Male"
"5340","0",2,"1","0","0","Caucasian","Female"
"5341","0",0,"0","0","1","Caucasian","Female"
"5342","1",6,"0","0","0","Caucasian","Male"
"5343","1",2,"0","0","0","African_American","Male"
"5344","0",1,"0","0","1","Caucasian","Male"
"5345","0",2,"0","0","1","African_American","Male"
"5346","1",6,"0","0","0","African_American","Male"
"5347","0",0,"1","0","1","Hispanic","Male"
"5348","1",5,"0","0","0","Hispanic","Male"
"5349","1",2,"0","1","0","African_American","Male"
"5350","1",29,"1","0","0","African_American","Male"
"5351","1",23,"0","0","1","African_American","Female"
"5352","0",0,"0","0","1","Hispanic","Male"
"5353","1",3,"0","0","0","African_American","Male"
"5354","1",1,"0","0","0","African_American","Male"
"5355","1",2,"0","1","0","African_American","Male"
"5356","0",5,"1","0","0","African_American","Male"
"5357","0",0,"0","0","1","Caucasian","Male"
"5358","0",6,"1","0","0","Caucasian","Female"
"5359","1",16,"1","0","0","African_American","Male"
"5360","1",1,"0","0","0","Hispanic","Male"
"5361","0",2,"1","0","1","Caucasian","Male"
"5362","0",0,"0","0","1","Caucasian","Male"
"5363","0",1,"0","0","0","Hispanic","Male"
"5364","0",2,"0","0","1","African_American","Female"
"5365","1",4,"0","1","0","Caucasian","Female"
"5366","1",3,"0","0","0","Caucasian","Male"
"5367","0",1,"0","1","0","Caucasian","Male"
"5368","1",1,"0","1","0","Caucasian","Male"
"5369","0",0,"0","0","0","African_American","Female"
"5370","1",10,"0","0","0","African_American","Male"
"5371","0",0,"0","0","1","Caucasian","Male"
"5372","1",0,"0","1","0","African_American","Male"
"5373","0",9,"0","0","0","African_American","Male"
"5374","0",1,"1","0","0","Other","Female"
"5375","0",3,"1","0","1","Other","Male"
"5376","0",5,"0","0","1","African_American","Male"
"5377","0",0,"0","1","0","African_American","Female"
"5378","1",0,"1","0","0","African_American","Female"
"5379","1",0,"0","1","1","African_American","Female"
"5380","0",0,"1","0","0","Caucasian","Male"
"5381","0",2,"1","0","1","African_American","Male"
"5382","1",2,"0","1","0","African_American","Male"
"5383","0",1,"0","0","0","Caucasian","Male"
"5384","0",0,"1","0","0","Caucasian","Female"
"5385","0",0,"0","1","1","Caucasian","Male"
"5386","1",10,"0","0","0","Caucasian","Male"
"5387","1",9,"0","0","0","Hispanic","Female"
"5388","1",5,"0","0","0","African_American","Female"
"5389","1",4,"0","1","0","African_American","Male"
"5390","1",3,"0","0","0","Caucasian","Female"
"5391","0",0,"0","1","0","Caucasian","Female"
"5392","1",8,"0","0","1","Hispanic","Female"
"5393","1",1,"0","0","1","Caucasian","Male"
"5394","1",9,"1","0","0","Caucasian","Male"
"5395","1",4,"0","0","0","African_American","Male"
"5396","0",2,"0","0","0","Caucasian","Male"
"5397","1",1,"0","1","0","Caucasian","Male"
"5398","0",0,"1","0","0","Caucasian","Male"
"5399","0",0,"0","0","1","African_American","Male"
"5400","1",2,"0","0","0","Other","Male"
"5401","1",6,"0","0","0","African_American","Male"
"5402","1",2,"0","1","0","African_American","Female"
"5403","0",7,"0","1","0","African_American","Female"
"5404","0",0,"0","0","1","Caucasian","Male"
"5405","0",1,"0","1","1","Caucasian","Female"
"5406","0",1,"1","0","0","Caucasian","Male"
"5407","0",7,"0","0","0","Hispanic","Male"
"5408","0",2,"0","1","0","Hispanic","Male"
"5409","0",0,"0","0","0","Caucasian","Female"
"5410","1",13,"0","0","0","African_American","Male"
"5411","1",27,"0","0","1","African_American","Male"
"5412","0",2,"1","0","0","Caucasian","Male"
"5413","0",0,"0","0","0","Caucasian","Male"
"5414","0",0,"0","1","1","African_American","Male"
"5415","1",9,"0","0","1","African_American","Female"
"5416","0",3,"1","0","0","Caucasian","Male"
"5417","0",3,"0","0","0","Hispanic","Male"
"5418","0",1,"0","1","0","Caucasian","Male"
"5419","1",3,"1","0","0","African_American","Male"
"5420","1",0,"0","0","1","Caucasian","Male"
"5421","1",6,"0","0","0","African_American","Male"
"5422","0",6,"0","0","1","African_American","Male"
"5423","0",0,"0","0","1","African_American","Male"
"5424","0",3,"1","0","1","Caucasian","Male"
"5425","0",1,"0","0","1","African_American","Female"
"5426","1",3,"0","0","0","Caucasian","Female"
"5427","0",0,"0","1","0","African_American","Male"
"5428","1",1,"0","1","0","Caucasian","Male"
"5429","0",0,"0","0","1","African_American","Female"
"5430","0",2,"0","0","0","African_American","Male"
"5431","0",0,"0","1","0","Caucasian","Male"
"5432","0",4,"1","0","0","African_American","Male"
"5433","1",4,"0","1","1","Caucasian","Male"
"5434","0",2,"0","0","0","African_American","Male"
"5435","0",0,"0","0","0","African_American","Male"
"5436","1",5,"0","1","0","African_American","Male"
"5437","1",0,"0","1","1","African_American","Male"
"5438","0",0,"0","1","0","African_American","Male"
"5439","0",2,"0","0","1","African_American","Male"
"5440","0",0,"0","0","1","African_American","Female"
"5441","0",2,"0","0","0","African_American","Male"
"5442","0",0,"0","0","0","Hispanic","Male"
"5443","0",1,"0","0","1","Caucasian","Male"
"5444","1",1,"0","1","0","African_American","Male"
"5445","0",1,"0","0","0","Other","Male"
"5446","1",0,"0","0","0","African_American","Female"
"5447","0",0,"0","1","0","African_American","Male"
"5448","0",7,"0","1","1","Caucasian","Female"
"5449","1",6,"0","0","0","Other","Female"
"5450","1",6,"0","0","0","African_American","Male"
"5451","0",1,"0","1","0","African_American","Female"
"5452","1",8,"0","0","0","African_American","Male"
"5453","1",2,"0","0","0","African_American","Male"
"5454","0",0,"0","0","1","Caucasian","Male"
"5455","1",8,"0","1","0","African_American","Male"
"5456","0",0,"1","0","1","Caucasian","Female"
"5457","1",1,"0","1","0","Caucasian","Male"
"5458","0",0,"0","1","1","African_American","Male"
"5459","0",0,"1","0","0","African_American","Female"
"5460","0",0,"1","0","1","Other","Male"
"5461","1",0,"0","0","0","African_American","Female"
"5462","0",0,"0","0","1","Caucasian","Male"
"5463","0",1,"0","1","1","African_American","Female"
"5464","1",2,"0","1","0","African_American","Male"
"5465","1",0,"0","1","0","African_American","Male"
"5466","0",0,"0","1","0","Caucasian","Male"
"5467","0",3,"0","0","1","African_American","Male"
"5468","1",12,"1","0","0","African_American","Male"
"5469","1",1,"0","1","0","African_American","Male"
"5470","0",1,"0","0","0","African_American","Male"
"5471","1",2,"0","1","1","African_American","Male"
"5472","0",0,"0","1","1","Hispanic","Male"
"5473","1",4,"0","0","0","African_American","Male"
"5474","1",11,"0","0","0","African_American","Male"
"5475","0",0,"0","1","0","African_American","Male"
"5476","1",1,"0","1","0","African_American","Female"
"5477","0",1,"0","0","1","Other","Male"
"5478","1",3,"0","0","0","African_American","Male"
"5479","1",6,"0","0","0","African_American","Male"
"5480","1",4,"0","0","1","African_American","Male"
"5481","1",6,"0","0","0","Caucasian","Male"
"5482","0",0,"1","0","0","Caucasian","Male"
"5483","0",0,"0","0","1","Caucasian","Male"
"5484","0",4,"0","0","1","African_American","Male"
"5485","1",3,"0","1","0","African_American","Male"
"5486","1",0,"1","0","1","Caucasian","Male"
"5487","1",0,"0","0","0","African_American","Male"
"5488","0",0,"0","0","0","African_American","Male"
"5489","1",6,"0","1","0","Caucasian","Male"
"5490","0",11,"0","0","1","African_American","Male"
"5491","0",2,"0","0","1","African_American","Male"
"5492","0",0,"1","0","1","Caucasian","Male"
"5493","1",7,"0","0","0","African_American","Male"
"5494","1",0,"0","1","0","African_American","Female"
"5495","0",2,"1","0","1","African_American","Male"
"5496","1",2,"0","0","0","African_American","Male"
"5497","0",27,"1","0","1","Caucasian","Male"
"5498","1",2,"1","0","1","Other","Male"
"5499","1",0,"0","0","0","Caucasian","Male"
"5500","0",1,"0","0","1","Caucasian","Male"
"5501","0",0,"0","0","0","African_American","Male"
"5502","1",4,"1","0","0","Hispanic","Female"
"5503","1",2,"0","0","0","African_American","Male"
"5504","0",0,"1","0","0","Other","Male"
"5505","1",0,"0","1","0","Hispanic","Male"
"5506","0",8,"0","0","0","African_American","Male"
"5507","1",5,"0","0","0","African_American","Female"
"5508","1",2,"0","0","0","African_American","Female"
"5509","1",2,"0","0","0","African_American","Male"
"5510","0",2,"0","0","1","African_American","Male"
"5511","1",6,"0","0","1","Caucasian","Male"
"5512","0",20,"1","0","0","African_American","Male"
"5513","0",1,"1","0","1","Hispanic","Male"
"5514","0",0,"0","0","0","Caucasian","Male"
"5515","0",0,"1","0","0","Caucasian","Male"
"5516","1",0,"0","0","1","Hispanic","Male"
"5517","1",1,"0","0","1","Caucasian","Male"
"5518","0",0,"1","0","0","Caucasian","Male"
"5519","0",2,"0","0","1","African_American","Male"
"5520","0",3,"1","0","0","African_American","Female"
"5521","0",0,"1","0","0","African_American","Male"
"5522","0",0,"0","0","1","Caucasian","Female"
"5523","0",0,"1","0","0","Hispanic","Female"
"5524","1",10,"0","0","0","African_American","Male"
"5525","0",0,"1","0","1","African_American","Male"
"5526","1",1,"0","0","0","Caucasian","Male"
"5527","1",0,"1","0","0","African_American","Female"
"5528","1",1,"1","0","1","African_American","Male"
"5529","1",2,"0","1","0","African_American","Male"
"5530","1",4,"1","0","0","African_American","Male"
"5531","0",3,"1","0","0","Caucasian","Male"
"5532","0",15,"0","0","0","African_American","Male"
"5533","1",8,"0","1","0","African_American","Male"
"5534","0",2,"0","0","0","Caucasian","Male"
"5535","0",13,"0","0","0","Hispanic","Male"
"5536","1",1,"0","0","1","African_American","Male"
"5537","1",9,"0","0","1","African_American","Male"
"5538","0",6,"0","0","0","African_American","Male"
"5539","0",1,"0","0","1","African_American","Male"
"5540","0",12,"1","0","1","African_American","Male"
"5541","1",0,"1","0","1","African_American","Male"
"5542","1",3,"0","0","0","African_American","Male"
"5543","1",1,"0","1","0","Caucasian","Male"
"5544","0",0,"1","0","1","Caucasian","Female"
"5545","1",7,"0","0","0","African_American","Male"
"5546","0",0,"0","1","0","African_American","Female"
"5547","0",8,"0","0","0","African_American","Male"
"5548","0",9,"0","0","0","African_American","Male"
"5549","0",1,"0","0","1","African_American","Male"
"5550","0",1,"0","0","0","African_American","Male"
"5551","1",5,"0","0","0","African_American","Male"
"5552","1",10,"0","0","0","Caucasian","Female"
"5553","1",0,"0","0","1","African_American","Female"
"5554","1",5,"0","0","0","African_American","Male"
"5555","1",2,"0","1","1","Caucasian","Male"
"5556","1",7,"1","0","0","African_American","Male"
"5557","1",2,"0","1","0","African_American","Male"
"5558","1",11,"0","0","0","African_American","Male"
"5559","0",0,"0","0","0","Hispanic","Male"
"5560","1",4,"0","1","1","Caucasian","Male"
"5561","0",1,"0","0","1","African_American","Male"
"5562","0",1,"0","0","1","Caucasian","Male"
"5563","0",0,"0","0","1","African_American","Male"
"5564","1",0,"1","0","1","Caucasian","Female"
"5565","0",1,"0","0","1","African_American","Male"
"5566","0",4,"0","0","0","African_American","Female"
"5567","1",4,"0","0","0","African_American","Male"
"5568","1",0,"0","0","0","Caucasian","Male"
"5569","0",0,"1","0","1","African_American","Male"
"5570","1",14,"0","0","0","African_American","Male"
"5571","1",5,"0","0","0","African_American","Male"
"5572","1",15,"0","1","0","African_American","Male"
"5573","0",0,"1","0","1","Caucasian","Male"
"5574","1",15,"0","0","0","African_American","Female"
"5575","0",0,"1","0","0","Hispanic","Male"
"5576","1",0,"0","0","0","Caucasian","Male"
"5577","1",0,"0","1","0","Caucasian","Male"
"5578","0",10,"0","0","0","African_American","Male"
"5579","0",2,"0","0","0","Caucasian","Male"
"5580","0",0,"0","0","0","Caucasian","Male"
"5581","1",1,"0","1","0","African_American","Male"
"5582","0",0,"0","0","0","African_American","Male"
"5583","1",4,"1","0","0","African_American","Male"
"5584","0",0,"0","1","1","African_American","Female"
"5585","0",0,"0","0","1","African_American","Female"
"5586","0",2,"0","1","0","African_American","Female"
"5587","0",1,"0","1","0","Caucasian","Male"
"5588","1",12,"1","0","1","African_American","Male"
"5589","1",2,"0","0","0","African_American","Female"
"5590","1",5,"1","0","0","Caucasian","Male"
"5591","1",13,"0","0","0","African_American","Male"
"5592","0",0,"1","0","0","Caucasian","Female"
"5593","0",0,"0","1","1","African_American","Male"
"5594","1",0,"0","1","0","African_American","Male"
"5595","1",5,"0","0","1","African_American","Male"
"5596","0",1,"0","0","1","Caucasian","Female"
"5597","1",2,"0","0","0","African_American","Female"
"5598","1",1,"0","1","0","African_American","Male"
"5599","1",3,"0","1","0","African_American","Male"
"5600","0",0,"0","1","0","African_American","Male"
"5601","0",8,"0","0","0","Caucasian","Male"
"5602","1",0,"0","1","1","African_American","Female"
"5603","0",0,"0","1","1","Caucasian","Male"
"5604","1",0,"0","0","0","Caucasian","Female"
"5605","0",0,"0","1","1","African_American","Male"
"5606","0",5,"0","0","1","African_American","Male"
"5607","1",0,"0","1","1","Caucasian","Male"
"5608","0",0,"0","1","0","African_American","Male"
"5609","1",1,"0","0","0","Caucasian","Male"
"5610","1",9,"0","0","0","African_American","Male"
"5611","1",0,"0","1","0","African_American","Male"
"5612","1",2,"0","1","0","African_American","Female"
"5613","1",0,"0","1","0","Other","Male"
"5614","0",0,"0","1","0","African_American","Female"
"5615","1",3,"0","1","0","African_American","Male"
"5616","0",0,"0","0","0","Caucasian","Male"
"5617","0",0,"0","1","0","Caucasian","Male"
"5618","1",6,"0","0","1","African_American","Male"
"5619","1",0,"0","1","0","African_American","Male"
"5620","0",0,"1","0","0","Caucasian","Male"
